PlayerPos,ObstacleXPos,ObstacleY,CoinXPos,CoinYPos,ObstacleNear
392.4,600,500.45,302,124.15,0
301.8,600,850.34,302,536.95,1
301.8,573,106.2,302,722.85,0
400.2,573,500,400,415.4,0
399.6,573,600.1,400,533.7,1
400.2,573,700.2,400,652,1
400.2,573,759.6,400,722.2,1
450,573,850.9,482,56.6,1
482.4,368,400.66,482,589.77,0
482.4,368,500.56,482,707.67,0
481.8,368,512.77,482,722.08,0
529.2,368,600.46,539,53.49,1
538.8,368,700.36,539,171.39,1
539.4,368,850.21,539,346.93,1
539.4,397,268.08,539,723.13,0
533.4,397,400.24,533,105.76,0
533.4,397,700.4,533,459.52,1
533.4,397,850.48,533,635.08,1
532.8,515,23.45,533,722.86,0
567.6,515,500.31,568,511.26,0
568.2,515,679.98,568,722.73,1
557.4,515,700.32,479,-26.06,1
605.4,178,400.4,606,513,0
606,178,500.4,606,638,0
605.4,178,568.4,606,723,0
581.4,178,600.4,384,-10,1
506.4,178,700.4,384,115,1
393.6,178,850.8,384,302,1
383.4,582,286.15,384,722.16,0
446.4,582,400.36,446,92.41,0
445.8,582,600.43,446,341.88,1
446.4,582,700.06,446,466.11,1
446.4,582,850.72,446,652.96,1
445.8,428,4.94,446,722.32,0
527.4,428,400.18,528,441.64,0
527.4,428,500.22,528,566.08,0
527.4,428,600.26,528,690.52,1
528,428,625.68,528,722.14,1
475.8,428,700.3,326,42.82,1
476.4,428,850.36,326,228.46,1
325.8,516,347.57,326,722.86,0
364.2,516,400.69,481,15.92,0
436.2,516,500.29,481,139.52,0
469.2,516,700.32,481,387.75,1
468.6,516,850.55,481,573.15,1
481.2,485,70.12,481,722.91,0
245.4,485,400.24,245,358.72,0
244.8,485,500.2,245,482.48,0
245.4,485,600.16,245,606.24,1
245.4,485,694.24,245,722.72,1
249.6,485,700.12,510,-42.72,1
357,485,850.48,510,142.4,1
509.4,614,400.5,510,699.95,0
509.4,614,419.2,510,723.05,0
469.2,614,600.25,469,173.65,1
469.2,614,700.55,469,297.55,1
469.2,614,850.15,469,481.3,1
468.6,243,145.22,469,722.98,0
373.2,243,400.64,373,264.82,0
373.2,243,500.4,373,387.78,0
373.2,243,600.16,373,510.74,1
373.2,243,772.16,373,722.74,1
427.8,243,850.42,430,45.4,1
430.2,483,400.66,430,600.73,0
430.2,483,499.84,430,722.71,0
440.4,483,850.45,557,380.14,1
556.8,566,228.08,557,722.5,0
439.2,566,400.56,282,161.68,0
303,566,600.32,282,406.84,1
282.6,566,700.64,282,529.96,1
282.6,566,850.24,282,712.48,1
282.6,279,-42.88,282,722.29,0
538.2,279,400.34,538,492.82,0
538.2,279,500.02,538,614.9,0
537.6,279,588.13,538,722.81,0
529.2,279,600.59,422,-34.74,1
462,279,700.27,422,87.34,1
421.8,279,850.68,422,270.46,1
421.8,378,319,422,722.56,0
338.4,378,600.7,353,294.3,1
337.8,378,700.6,353,416.4,1
338.4,378,850.9,353,599,1
352.8,466,50.1,353,722.21,0
353.4,466,400.45,353,377.35,0
353.4,466,500.55,353,499.45,0
353.4,466,600.65,353,621.55,1
352.8,466,683.46,353,722.56,1
242.4,466,850.9,196,153.13,1
196.2,449,416.44,196,722.09,0
250.8,449,500.16,481,51.92,0
316.2,449,600.44,481,174,1
411,449,850.68,481,477.52,1
480.6,311,150.88,481,722.73,0
513,311,400.12,513,252.84,0
513,311,500.56,513,374.88,0
512.4,311,600.07,513,495.79,1
512.4,311,700.51,513,617.83,1
513,311,787,513,722.92,1
527.4,311,850.24,527,25.71,1
526.8,205,400.26,527,572.91,0
527.4,205,523.4,527,722.25,0
478.2,205,600.48,301,43.48,1
414.6,205,700.12,301,164.32,1
318.6,205,850.52,301,345.58,1
301.2,426,260.65,301,722.78,0
213,426,400.3,188,119.05,0
188.4,426,500.05,188,239.8,0
187.8,426,700.5,188,482.45,1
187.8,426,850.6,188,663,1
187.8,220,-2,188,722.16,0
186,220,400.24,186,436.04,0
186,220,500.08,186,556.68,0
186.6,220,637.36,186,722.56,1
186.6,220,850.48,459,206.36,1
451.2,188,377.77,459,723.5,0
437.4,188,400.08,415,-23.09,0
414.6,188,850.16,415,518.62,1
414.6,377,118.56,415,722.76,0
205.8,377,700.68,206,650.92,1
206.4,377,760.46,206,722.9,1
261.6,377,850.62,314,57.38,1
313.8,514,400.45,314,600.02,0
314.4,514,500.44,314,720.21,0
314.4,514,502.42,314,722.59,0
346.2,514,600.43,346,67.81,1
345.6,514,700.42,346,188,1
345.6,514,850.9,346,367.69,1
346.2,291,245,346,722.89,0
378,291,400,378,136,0
378,291,500,378,256,0
378,291,600,378,376,1
378,291,700,378,496,1
378,291,850,378,674.8,1
377.4,181,-10.61,378,723.2,0
548.4,181,400.46,549,442.47,0
549,181,500.45,549,562.26,0
548.4,181,600.44,549,682.05,1
548.4,181,634.78,549,723.19,1
509.4,181,700.43,412,28.65,1
420,181,850.92,412,207.73,1
412.2,486,379.42,412,722.57,0
201,486,850.66,201,512.42,1
201,441,125.1,201,722.75,0
214.8,441,400.11,215,278.41,0
215.4,441,500.02,215,397.72,0
215.4,441,771.94,215,722.44,1
261,441,850.22,301,42.25,1
301.2,430,400.32,301,580.41,0
301.2,430,500.16,301,699.45,0
300.6,430,519.92,301,723.01,0
292.8,430,600,293,45.48,1
293.4,430,850.64,293,343.08,1
292.8,278,268.15,293,723.08,0
228,278,400.45,228,107.5,0
228.6,278,500.2,228,226.25,0
228.6,278,850.9,228,642.5,1
228,383,16.78,228,723.14,0
296.4,383,400.5,296,406.12,0
296.4,383,500.14,296,524.56,0
295.8,383,666.56,296,722.38,1
315,383,700.48,320,-9.68,1
319.8,383,851,320,167.98,1
320.4,285,400.47,320,703.92,0
319.8,285,416.52,320,722.97,0
307.8,285,600.56,295,168.44,1
308.4,285,700.07,295,286.55,1
283.2,211,400.4,283,513,0
282.6,211,500.4,283,638,0
283.2,211,568.4,283,723,0
307.2,211,600.4,560,-10,1
382.2,211,700.4,560,115,1
495,211,850.8,560,302,1
560.4,326,286.15,560,722.16,0
475.8,326,400.36,430,92.41,0
429.6,326,600.43,430,341.88,1
430.2,326,700.06,430,466.11,1
430.2,326,850.72,430,652.96,1
429.6,585,4.94,430,722.32,0
404.4,585,400.18,404,441.64,0
404.4,585,500.22,404,566.08,0
404.4,585,600.26,404,690.52,1
403.8,585,625.68,404,722.14,1
349.2,585,700.3,332,42.82,1
331.8,585,850.36,332,228.46,1
332.4,612,347.57,332,722.86,0
294,612,400.69,207,15.92,0
222,612,500.29,207,139.52,0
207,612,700.32,207,387.75,1
207.6,612,850.55,207,573.15,1
207,623,70.12,207,722.91,0
225.6,623,400.24,226,358.72,0
226.2,623,500.2,226,482.48,0
225.6,623,600.16,226,606.24,1
225.6,623,694.24,226,722.72,1
229.8,623,700.12,556,-42.72,1
337.2,623,850.48,556,142.4,1
555.6,600,400.5,556,699.95,0
554.4,600,419.2,556,723.05,0
430.2,600,600.25,430,173.65,1
430.2,600,700.55,430,297.55,1
430.2,600,850.15,430,481.3,1
429.6,321,145.22,430,722.98,0
544.2,321,400.64,544,264.82,0
544.2,321,500.4,544,387.78,0
544.2,321,600.16,544,510.74,1
544.2,321,772.16,544,722.74,1
489.6,321,850.42,384,45.4,1
384,297,400.66,384,600.73,0
384,297,499.84,384,722.71,0
401.4,297,850.45,401,380.14,1
401.4,545,228.08,401,722.5,0
369,545,400.56,369,161.68,0
369.6,545,600.32,369,406.84,1
369.6,545,700.64,369,529.96,1
369.6,545,850.24,369,712.48,1
369.6,292,-42.88,369,722.29,0
315.6,292,400.34,316,492.82,0
333.6,292,500.02,316,614.9,0
333.6,292,592.58,316,728.26,0
339,292,600.59,621,-40.19,1
406.2,292,700.27,621,81.89,1
507.6,292,850.68,621,265.01,1
621,432,323.5,621,722.61,0
472.2,432,600.7,358,288.8,1
471.6,432,700.6,358,410.9,1
472.2,432,850.9,358,593.5,1
385.2,245,81.95,358,755.56,0
320.4,245,400.45,320,338.5,0
320.4,245,500.55,320,460.6,0
320.4,245,600.65,320,582.7,1
320.4,245,715.31,320,722.56,1
283.8,245,850.9,263,114.28,1
263.4,205,448.64,263,722.44,0
243,205,500.16,184,12.72,0
243.6,205,600.44,184,134.8,1
243.6,205,850.68,184,438.32,1
184.2,456,183.43,184,723.08,0
318,456,400.12,318,213.29,0
318,456,500.56,318,335.33,0
318.6,456,600.07,318,456.24,1
318.6,456,700.51,318,578.28,1
318.6,456,819.55,318,722.92,1
338.4,456,850.24,503,-13.84,1
503.4,536,400.26,503,533.36,0
499.8,536,556.3,503,722.6,0
471.6,536,600.48,463,3.58,1
463.2,536,700.12,463,124.42,1
463.2,536,850.52,463,305.68,1
463.2,496,293.9,463,723.13,0
409.2,496,400.3,409,78.8,0
408.6,496,500.05,409,199.55,0
409.2,496,700.5,409,442.2,1
409.2,496,850.6,409,622.75,1
408.6,402,31.6,409,722.51,0
514.2,402,400.24,514,395.44,0
514.2,402,500.08,514,516.08,0
514.2,402,670.96,514,722.56,1
435.6,402,850.48,210,165.76,1
210,379,400.08,210,709.81,0
210.6,379,410.75,210,722.68,0
228,379,850.16,228,478.84,1
228,440,151.88,228,723.1,0
408,440,700.68,542,610.8,1
407.4,440,850.62,542,790.16,1
437.4,435,-0.5,542,850.85,0
416.4,435,400.45,417,431.95,0
403.8,435,500.44,417,552.14,0
404.4,435,600.43,417,672.33,1
403.8,435,644.98,417,725.88,1
403.8,435,700.42,562,16.64,1
403.8,435,850.9,562,196.33,1
562.2,416,388,562,723.13,0
555,416,400,456,-35.6,0
495,416,500,456,84.4,0
455.4,416,600,456,204.4,1
455.4,416,700,456,324.4,1
455.4,416,850,456,503.2,1
455.4,407,131.8,456,722.21,0
484.2,407,400.46,484,271.86,0
483.6,407,500.45,484,391.65,0
484.2,407,600.44,484,511.44,1
483.6,407,700.43,484,631.23,1
483.6,407,777.19,484,723.19,1
439.8,407,850.92,390,37.12,1
390,452,522.22,390,722.76,0
255.6,452,850.66,255,341.62,1
255,584,268.27,255,722.92,0
331.8,584,400.11,434,107.44,0
390,584,500.02,434,226.75,0
434.4,584,850.22,434,643.72,1
433.8,280,15.52,434,723.08,0
477,280,400.32,477,408.8,0
477,280,500.16,477,527.84,0
477,280,600,477,646.88,1
476.4,280,663.44,477,722.52,1
428.4,280,850.64,429,171.96,1
429,539,400.45,429,709.46,0
428.4,539,412,429,723.21,0
478.8,539,500.2,621,55,0
417.6,280,400.4,418,513,0
418.2,280,500.4,418,638,0
417.6,280,568.4,418,723,0
393.6,280,600.4,316,-10,1
330.6,280,700.4,316,115,1
330.6,280,850.8,316,302,1
315.6,318,286.15,316,722.16,0
400.2,318,400.36,494,92.41,0
494.4,318,600.43,494,341.88,1
493.8,318,700.06,494,466.11,1
493.8,318,850.72,494,652.96,1
494.4,278,4.94,494,722.32,0
470.4,278,400.18,471,441.64,0
470.4,278,500.22,471,566.08,0
470.4,278,600.26,471,690.52,1
471,278,625.68,471,722.14,1
416.4,278,700.3,329,42.82,1
329.4,278,850.36,329,228.46,1
328.8,581,347.57,329,722.86,0
290.4,581,400.69,283,15.92,0
283.2,581,500.29,283,139.52,0
282.6,581,700.32,283,387.75,1
283.2,581,850.55,283,573.15,1
282.6,572,70.12,283,722.91,0
259.2,572,400.24,259,358.72,0
258.6,572,500.2,259,482.48,0
259.2,572,600.16,259,606.24,1
259.2,572,694.24,259,722.72,1
255,572,700.12,232,-42.72,1
231.6,572,850.48,232,142.4,1
231.6,395,400.5,232,699.95,0
231.6,395,419.2,232,723.05,0
349.8,395,600.25,600,173.65,1
349.8,395,700.55,600,297.55,1
349.8,395,850.15,600,481.3,1
558,537,248.42,600,850.18,0
515.4,537,400.64,516,137.62,0
492.6,537,500.4,516,260.58,0
492.6,537,600.16,516,383.54,1
493.2,537,850.42,516,690.94,1
510.6,376,-24.77,516,723.04,0
582,376,400.66,582,473.23,0
581.4,376,603.37,582,722.54,1
419.4,376,850.45,195,252.81,1
195,438,331.92,195,722.61,0
241.8,438,400.56,367,34.24,0
367.2,438,600.32,367,279.4,1
367.2,438,700.64,367,402.52,1
367.2,438,850.24,367,585.04,1
366.6,316,61.25,367,722.38,0
309.6,316,400.34,310,365.29,0
274.8,316,500.02,310,487.37,0
275.4,316,600.59,310,610.54,1
275.4,316,700.27,310,732.62,1
275.4,316,796.39,310,850.34,1
274.8,316,850.68,494,15.4,1
503.4,463,528.7,494,723.8,0
551.4,463,600.7,563,38,1
562.8,463,700.6,563,160.1,1
563.4,463,850.9,563,342.7,1
562.8,229,260.31,563,722.32,0
470.4,229,400.45,382,120.94,0
404.4,229,500.55,382,243.04,0
381.6,229,600.65,382,365.14,1
382.2,229,850.9,382,669.28,1
381.6,515,-6.76,382,723.04,0
562.2,515,500.16,562,567.12,0
561.6,515,600.44,562,689.2,1
561.6,515,628.04,562,722.8,1
553.2,515,850.68,400,219.92,1
399.6,599,362.92,400,722.77,0
423.6,599,400.12,529,-4.8,0
488.4,599,500.56,529,117.24,0
528.6,599,600.07,529,238.15,1
528.6,599,700.51,529,360.19,1
529.2,599,850.24,529,540.99,1
529.2,341,98.52,529,722.25,0
336.6,341,400.26,243,315.94,0
243.6,341,600.48,243,558.76,1
243.6,341,700.12,243,679.6,1
243.6,341,735.84,243,722.92,1
280.8,341,850.52,281,87.94,1
280.8,471,400.3,281,634.19,0
281.4,471,473.45,281,722.74,0
298.2,471,500.05,377,-17.8,0
376.8,471,700.5,377,224.85,1
376.8,471,850.6,377,405.4,1
376.8,249,211.12,377,722.08,0
495,249,400.24,495,178.52,0
495,249,500.08,495,299.16,0
494.4,249,850.48,495,721.4,1
494.4,371,-50,495,722.57,1
458.4,371,400.08,459,492.88,0
458.4,371,590.2,459,722.2,0
404.4,371,850.16,368,262.39,1
367.8,239,331.22,368,722.59,0
271.2,239,700.68,244,394.86,1
270.6,239,850.62,244,574.22,1
244.2,547,72.76,244,722.97,0
442.8,547,400.45,479,343.89,0
479.4,547,500.44,479,464.08,0
478.8,547,600.43,479,584.27,1
479.4,547,700.42,479,704.46,1
